,val_loss,val_acc,loss,acc
0,0.09392584921777711,0.8785736433997635,0.11768712967957637,0.848298449619796
1,0.08213982207876767,0.8946976744703544,0.08310956945252973,0.8930484496197959
2,0.07307825178185175,0.9069302325285682,0.0725793360208356,0.9072887596899225
3,0.0668838064663632,0.9149689922628477,0.06614351722159127,0.9165736434071563
4,0.06458997563960016,0.9185968991767528,0.061744840158510575,0.9219593023255814
5,0.0609284568812496,0.9233023256220558,0.0587348730568738,0.9258856589073359
6,0.05834409580581872,0.9268217053856961,0.056319735402169155,0.9291472868290982
7,0.056753653338482216,0.9293565891066263,0.05427187151178833,0.9317616279143696
8,0.05507270760360614,0.9308992248283801,0.052393113733377565,0.934060077511987
9,0.05430477345867674,0.9326124030970788,0.051031219656153246,0.9362868217091228
10,0.055281180798083314,0.9319534883314325,0.04961530993335931,0.9381472868290982
11,0.05071682579018349,0.9364573643004247,0.048737623542778254,0.9392732558065606
12,0.05010040922289671,0.9376589147065036,0.047707946507043617,0.9404554263491963
13,0.050539137688025024,0.9363178294167038,0.047001323288725326,0.9412054263565891
14,0.048799758334030476,0.9388294573236805,0.04621550851736882,0.9424050387670827
15,0.04924066077230513,0.9383255813546884,0.04562720999190974,0.9429844961203346
16,0.048078011819327526,0.9398759690144265,0.04501480891630631,0.9439670542709587
17,0.04729128902110943,0.9412790697711383,0.04465121065068615,0.9442751937947532
18,0.048046392663735754,0.9403875968585643,0.04407513812888962,0.9450872093097185
19,0.048094008893698685,0.9397054263602855,0.04354372286242108,0.9457984496124031
20,0.04781083725589191,0.9400620155260544,0.043311771785335025,0.9461492248025052
21,0.04787687489598296,0.9403643410446108,0.042899350139521814,0.9466065891435904
22,0.04647096778533255,0.942038759649262,0.04246581853129143,0.9472906976707222
23,0.046327475626339286,0.9423488372314808,0.04229973223528197,0.9474205426282661
24,0.04714947580921557,0.9412790697896203,0.04202056258639624,0.9480174418567687
25,0.046194417344045266,0.9428992247914159,0.041879502434139106,0.9479534883794859
26,0.045781220231869424,0.9432325580988743,0.04160917450037113,0.9484631782982701
27,0.04669127345223759,0.941837209306022,0.041239143865515096,0.9489941860465116
28,0.04683304641828981,0.9421705426134804,0.04096849653702374,0.9494922480546227
29,0.04672954241273015,0.9422790697267813,0.04088647582988406,0.9493178294647572
30,0.04635740295121836,0.9426124030859896,0.04060202847294105,0.949866279066071
31,0.04457268615748531,0.9449844961462095,0.040525927124790445,0.9497189922406692
32,0.04572030026436776,0.943837209261665,0.04030987832481547,0.9504302325507467
33,0.04433321474157562,0.9453023256220559,0.039917709240848705,0.9507926356626112
34,0.04410802737779396,0.9456589146880217,0.040047444947468216,0.9505542635695878
35,0.04609576343635256,0.9432868217460869,0.03982954515135566,0.9509864341011343
36,0.04521208834463312,0.9441085271096045,0.03986245436284893,0.9510096899150878
37,0.045122584217971606,0.9449689922517585,0.03961180470433346,0.9512344961166381
38,0.04489061509084332,0.9444728682207507,0.03947750857345356,0.9512228682096614
39,0.04620805372794469,0.9422713178331538,0.03932712680193805,0.9515484496124031
