,val_loss,val_acc,loss,acc
0,0.08946820109066113,0.8842868217571761,0.11414387807088305,0.8519612403063811
1,0.07760826440005339,0.9004186046031094,0.08178000581865162,0.8946841085234354
2,0.06934388798544573,0.9120852712882581,0.07200801202862762,0.9086686046511628
3,0.06852599357842475,0.9133643411000569,0.06514965937858404,0.9178430232484212
4,0.062485225233920784,0.92134883724257,0.06115370219691779,0.9231686046585557
5,0.05960288405164268,0.925131782897683,0.057922161425268924,0.9272034883683966
6,0.05738203656072764,0.9278914728903955,0.0553037522890309,0.9305038759763851
7,0.05594387816227684,0.9297054263159286,0.053385782076406846,0.9331085271391758
8,0.0537212709114533,0.932945736393448,0.05159180559437404,0.935296511627907
9,0.05278750466122184,0.933364341081575,0.050124021337706916,0.9375988372019095
10,0.05205504290540089,0.9347674418641615,0.04886774333895639,0.9387751937947532
11,0.050642921387225155,0.9367364340863487,0.047965667946163075,0.9402538759689922
12,0.04976396168341008,0.9380155038981475,0.0470165957651397,0.9415116279106731
13,0.04863816266674404,0.9391782946216968,0.046155192068611926,0.9426666666666667
14,0.04776185893180759,0.9408139534477116,0.045284768211518146,0.9439476744186046
15,0.048716766292734665,0.9395503875821136,0.04471385261624358,0.9445329457327377
16,0.04852372466801673,0.9398914728719134,0.044143548610829565,0.9453391472831253
17,0.048040756816318794,0.9396511628128762,0.04359974378601525,0.946108527131783
18,0.047402561425700665,0.9406666666444882,0.043230423549464506,0.9462054263491964
19,0.04743511461125788,0.9404418604872947,0.042821672297725384,0.9471782945736434
20,0.047094956051240595,0.9413100774713264,0.0421758051043333,0.9480213178368502
21,0.04645756277765414,0.9420000000221784,0.04236588964258978,0.9473992248062015
22,0.04608946887421053,0.9429922480657119,0.04160699929193009,0.9486201550461525
23,0.04557590526781341,0.9428139534846757,0.0412485749693804,0.9491220930232558
24,0.045286564833896106,0.9440310077925985,0.0405006108727566,0.9499941860539044
25,0.04688380742927854,0.9416124030527219,0.04073623438745506,0.9497015503802041
26,0.04550803521760675,0.9431550387818683,0.04032839300235112,0.9500949612329173
27,0.04511574172303658,0.9436976743964262,0.040030586530533874,0.9506531007825866
28,0.04499416869462922,0.9443720930454342,0.03988283345727033,0.9507596899224806
29,0.044246914350940275,0.9449767441712609,0.039424214257057326,0.9513624030933824
30,0.04403734201146651,0.9454186046548592,0.03925187969877739,0.9516162790623747
31,0.044396199539650315,0.9452790697526562,0.038660077923028044,0.9526744185972583
32,0.04479291142904481,0.944604651210844,0.03909576764714348,0.95184496124031
33,0.04372297102374624,0.9462713178775107,0.03884352909063184,0.9523294573606447
34,0.04406571145621381,0.9459224806682084,0.03839400958483533,0.9528527131709017
35,0.04396255880779074,0.9457364341565805,0.038361083587472755,0.9526996124104936
36,0.04383114782807439,0.9454883720967197,0.03827102725866229,0.9528682170505671
37,0.043975132687609324,0.9454031007345333,0.03795626792184604,0.9534108527094819
38,0.044004752571961674,0.944992248021355,0.03787562975795694,0.953372093015863
