,val_loss,val_acc,loss,acc
0,0.10004908450906591,0.8693100774454516,0.12341573970262394,0.841934108538221
1,0.08045466015690057,0.8982945735510005,0.08851866041505059,0.8852868216943371
2,0.07353699224032173,0.9066434107418209,0.07597668458879456,0.9037810077482415
3,0.06781263359895973,0.914875968929409,0.06980123665905738,0.9119554263602856
4,0.06389292125738869,0.919348837286927,0.06485372687194699,0.9185426356515219
5,0.06232134819677634,0.9212868217276048,0.06117331119193587,0.9232170542561731
6,0.060460130297398385,0.9242945737025534,0.05810591629609581,0.9272306201513424
7,0.05729991008191146,0.9274031008823898,0.0557913601936758,0.9299806201735208
8,0.05743595916286919,0.9276511628128762,0.0537430083003155,0.9325135659136513
9,0.054138830382463546,0.9317596900296766,0.051943646999985674,0.9348042635695879
10,0.053277355629113295,0.9329534883388253,0.05011546401945195,0.937313953495765
11,0.051644683376070144,0.935457364392835,0.0486085849099381,0.9392170542635659
12,0.05118730811093205,0.9364031007419261,0.04728838722142138,0.9411899224695309
13,0.04969286240094392,0.9377441860132439,0.0461903402137664,0.9425620155001796
14,0.048842891522618226,0.9389302325433538,0.0450950700368068,0.9439980620302896
15,0.049729914219804515,0.9376589147619498,0.0444169657246549,0.9448449612513993
16,0.04959482408286065,0.9379612402583277,0.04348192024554393,0.9461511627833048
17,0.04701704222218011,0.9420387597601543,0.042865202441927076,0.9469825581173564
18,0.04692420380314191,0.9411240309190381,0.04228858737982521,0.9475697674418605
19,0.046988438984220345,0.94168217052785,0.041416337650182634,0.9489302325396575
20,0.04617304591615071,0.9425116279402445,0.041000296461489776,0.9494263565706652
21,0.046192307764938635,0.9426434108674988,0.0404391827296841,0.9501589147249857
22,0.04526868120066879,0.9435891473570536,0.039982118665478954,0.9507906976522401
23,0.04599457243570062,0.942496123979258,0.039607701412005016,0.9511860465190207
24,0.04645581085229105,0.9419999999112861,0.038959216252546905,0.9520794573495555
25,0.04414252143774846,0.9456201551089916,0.0386512987013011,0.952594961221828
26,0.04378947160572045,0.945449612332869,0.038274891098340355,0.9530813953303552
27,0.044197991907365564,0.9448062014616737,0.03783511087968368,0.9536686046363771
28,0.044458808165187984,0.9449147287154382,0.03759123472164767,0.9538507752048877
29,0.04387002086269763,0.9453100775711296,0.03729908063441746,0.9543100775045942
30,0.044497905272153,0.9448682169655497,0.03697824868883273,0.9546976744259975
31,0.043902243832978166,0.9456666667664698,0.03666190134855204,0.955135658899943
