,val_loss,val_acc,loss,acc
0,0.1389391298737637,0.8251395348948102,0.1395088743391887,0.8223488372019095
1,0.1270110312640205,0.8389767442230106,0.12843080661832823,0.8354748062052468
2,0.14344614160338112,0.8094573643189068,0.12084607122387997,0.8450193798412649
3,0.11140776226686877,0.8545193798708361,0.11475468496250552,0.8516899224843165
4,0.11004263368780298,0.8558837209561074,0.10889237042776374,0.858362403108168
5,0.10240128250639569,0.8647054263381071,0.10324134286937788,0.8653488372129987
6,0.09689546333634576,0.8750077519453773,0.09842685744697734,0.8714321705389393
7,0.0934062541640082,0.8790310077223666,0.09425693213708641,0.877651162794394
8,0.11095217330049174,0.8531550387412079,0.09078413347172183,0.8828158914654753
9,0.08852624115139938,0.8884806201328603,0.08793063065432763,0.8867558139571848
10,0.08623620069766229,0.89024031011818,0.08550690173640732,0.8902829457364341
11,0.0849288899575093,0.8910387596418691,0.08344593520543372,0.893162790693978
12,0.08495774151581202,0.891116279110428,0.08135843287558518,0.8962771317755529
13,0.08221844695473826,0.895930232517479,0.07974174809917924,0.8980736434108527
14,0.08039782518240833,0.8988449611996495,0.07825697272091874,0.9007383720856305
15,0.08048591617904892,0.8974418605057768,0.07697476931597835,0.9024864341085271
16,0.07818511729346689,0.9012093023477599,0.0759277805344079,0.90398643411592
17,0.0802102773048619,0.8980697674011999,0.0749181916824607,0.9052558139608812
18,0.07748170049523198,0.9026899224584417,0.07393529770448226,0.9066647286895634
19,0.07862540092694667,0.9004108526725177,0.07313435310910839,0.9075910852676214
20,0.07549995469908381,0.9054031007788902,0.0723905913986901,0.9089089147286822
21,0.07538776212607243,0.9050465116242106,0.07162974667410518,0.9099069767367932
22,0.07343624542942342,0.9080155038981474,0.0708638612052729,0.9107965116242106
23,0.07418675786603329,0.9063255813546883,0.07027168402560921,0.9114476744112118
24,0.07235553155735482,0.9096201550794202,0.06958112892392994,0.9126879845035168
25,0.07343968183888021,0.9073100775600403,0.0689322869773059,0.913220930239951
26,0.0725168645987215,0.9094341085493103,0.0682977794900883,0.9142810077556344
27,0.07353920719535775,0.907255813905435,0.06764711962905966,0.9152228682096615
28,0.07155520144774932,0.9105271318236062,0.06708148994556694,0.9157151162790698
29,0.0713267451053442,0.9100155038981474,0.06642188698630924,0.9165426356626112
30,0.07012465283921522,0.9121782945514649,0.06577710940763933,0.9176065891546796
31,0.07087584732091703,0.9108759690329086,0.06504413452444151,0.9184515503802041
32,0.0704501137137413,0.9115736434589061,0.06444678366530773,0.9194748061978539
33,0.06906993585524633,0.9132558139128278,0.06386058938688086,0.920207364348478
34,0.06737450991189757,0.9159379844554635,0.06324696929718172,0.9209418604651163
35,0.06673942125374957,0.9168062015725661,0.0626202280629975,0.9216531007751938
36,0.06647713240957999,0.917023255854614,0.06202901252619056,0.9226686046474664
37,0.06618028253940648,0.9167519379438356,0.06148702781514604,0.923027131775553
38,0.06599397453319195,0.9177286821927211,0.06081863684755887,0.9242577519453773
39,0.06520416226775147,0.9182480620376824,0.060273482327775435,0.9248100775267727
40,0.06437915750644928,0.919775193757789,0.05969501135792843,0.9258178294499715
41,0.06386400921330895,0.920224806179372,0.05911403998570849,0.9265155038833618
42,0.06330391956415288,0.9211317829494329,0.05853503252600514,0.9273120155001796
43,0.06410724899981372,0.9197054263787676,0.05799430429658224,0.9281298449649367
44,0.06360727563846943,0.9205038759726887,0.05737580727190934,0.92888178294204
45,0.06305990905794062,0.9214883720523627,0.05691544976853585,0.929430232561836
46,0.06330082553509594,0.9206976744223011,0.05641600275108981,0.930110465116279
47,0.06357917693003204,0.9212868217091228,0.0558008984225665,0.9309108527094819
48,0.06523784252931905,0.9185658914950466,0.05540492488940557,0.9313682170468708
49,0.06095188518711763,0.9243410852306573,0.054976637168217074,0.9320484496087067
